Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuit1,Chrome 69.0.3497.100,,2018-09-24 12:56:56,2018-09-24 12:57:08,"12,676s",PASSED
,,,,,,
Test Cases/TestCase4,Chrome 69.0.3497.100,,2018-09-24 12:56:56,2018-09-24 12:57:02,"6,504s",PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-24 12:56:56,2018-09-24 12:56:59,"3,109s",PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-24 12:56:59,2018-09-24 12:57:01,"1,471s",PASSED
click,Chrome 69.0.3497.100,,2018-09-24 12:57:01,2018-09-24 12:57:01,"0,382s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-24 12:57:01,2018-09-24 12:57:01,"0,127s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-24 12:57:01,2018-09-24 12:57:01,"0,120s",PASSED
click,Chrome 69.0.3497.100,,2018-09-24 12:57:01,2018-09-24 12:57:02,"0,363s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-24 12:57:02,2018-09-24 12:57:02,"0,701s",PASSED
,,,,,,
Test Cases/TestCase4,Chrome 69.0.3497.100,,2018-09-24 12:57:02,2018-09-24 12:57:08,"5,889s",PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-24 12:57:02,2018-09-24 12:57:04,"1,923s",PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-24 12:57:04,2018-09-24 12:57:07,"2,351s",PASSED
click,Chrome 69.0.3497.100,,2018-09-24 12:57:07,2018-09-24 12:57:07,"0,448s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-24 12:57:07,2018-09-24 12:57:07,"0,086s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-24 12:57:07,2018-09-24 12:57:07,"0,082s",PASSED
click,Chrome 69.0.3497.100,,2018-09-24 12:57:07,2018-09-24 12:57:08,"0,382s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-24 12:57:08,2018-09-24 12:57:08,"0,609s",PASSED
