Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuit1,Chrome 69.0.3497.100,,2018-09-24 13:16:27,2018-09-24 13:16:34,"6,879s",PASSED
,,,,,,
Test Cases/TestCase4,Chrome 69.0.3497.100,,2018-09-24 13:16:27,2018-09-24 13:16:34,"6,607s",PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-24 13:16:28,2018-09-24 13:16:31,"3,270s",PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-24 13:16:31,2018-09-24 13:16:32,"1,425s",PASSED
click,Chrome 69.0.3497.100,,2018-09-24 13:16:32,2018-09-24 13:16:33,"0,367s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-24 13:16:33,2018-09-24 13:16:33,"0,151s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-24 13:16:33,2018-09-24 13:16:33,"0,146s",PASSED
click,Chrome 69.0.3497.100,,2018-09-24 13:16:33,2018-09-24 13:16:33,"0,367s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-24 13:16:33,2018-09-24 13:16:34,"0,654s",PASSED
