Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuit1,Chrome 69.0.3497.100,,2018-09-24 16:39:25,2018-09-24 16:39:32,"6,208s",PASSED
,,,,,,
Test Cases/TestCase4,Chrome 69.0.3497.100,,2018-09-24 16:39:26,2018-09-24 16:39:32,"5,935s",PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-24 16:39:26,2018-09-24 16:39:29,"2,685s",PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-24 16:39:29,2018-09-24 16:39:30,"1,469s",PASSED
click,Chrome 69.0.3497.100,,2018-09-24 16:39:30,2018-09-24 16:39:30,"0,327s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-24 16:39:30,2018-09-24 16:39:30,"0,122s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-24 16:39:30,2018-09-24 16:39:31,"0,118s",PASSED
click,Chrome 69.0.3497.100,,2018-09-24 16:39:31,2018-09-24 16:39:31,"0,370s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-24 16:39:31,2018-09-24 16:39:32,"0,625s",PASSED
